Sl No.,Shutdown Reason,Date,Area/Feeder/Section Name,Time From,To Time,Shutdown Form Details,Shutdown Receiver,Shutdown Provider,Service Order No./Date,Remarks,DateTime(Time_From),DateTime(To_Time),Duration,                           
67,C.M.O কাজকরণ,27-02-2022,"তালতলী, ৩নং ফিডার ",12:10:00,12:23:00,ব্রেকার আউট,আ:রহমান,Taherul ,A.G.M(O&M),,2022-02-27 12:10:00,2022-02-27 12:23:00,0 days 00:13:00,
68,খুটি স্থাপনকরণ,27-02-2022,সামিট ফিডার ৭নং ,18:30:00,20:32:00,ব্রেকার আউট করে।,J.E সজিব,মাহবুব,AGM এর আদেশক্রমে, ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হইল।,2022-02-27 18:30:00,2022-02-27 20:32:00,0 days 02:02:00,
69,X.F উত্তোলন করণ,27-02-2022,৫নং মাওনা বাজার ফিডার ,20:32:00,21:07:00,ব্রেকার রেক আউট করে।,J.E সজীব,মাহবুব,AGM এর অনুমোদনক্রমে, ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হইল।,2022-02-27 20:32:00,2022-02-27 21:07:00,0 days 00:35:00,
70,HT জাম্পার করার জন্য,27-02-2022,৭নং ফিডার ,10:30:00,10:50:00,ব্রেকার আউট,হাসান,সাকিব,AGM(O&M), ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হইল।,2022-02-27 10:30:00,2022-02-27 10:50:00,0 days 00:20:00,
71,H.T জাম্পার করার জন্য।,28-02-2022,৭নং ফিডার ,10:10:00,10:25:00,ট্রিপ করে ব্রেকার আউট,মো:মামুন,মনির ,AGM(O&M), ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হইল।,2022-02-28 10:10:00,2022-02-28 10:25:00,0 days 00:15:00,
72,H.T জাম্পার করার জন্য,28-02-2022,৩নং ফিডার ,13:15:00,13:30:00,ট্রিপ+ব্রেকার আউট,মো:আ:রহমান,মনির ,AGM(O&M), ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2022-02-28 13:15:00,2022-02-28 13:30:00,0 days 00:15:00,
73,HT জাম্পারকরণ,28-02-2022,৭নং ফিডার ,17:45:00,17:55:00,ট্রিপ+ব্রেকার আউট,মো:মামুন,মো:হাসান,AGM(O&M),,2022-02-28 17:45:00,2022-02-28 17:55:00,0 days 00:10:00,
76,অভিযোগ সমাধান,01-03-2022,৩নং ফিডার ,19:22:00,19:45:00,ব্রেকার বের করে দেওয়া হলো।,হাসান বিশ্বাস ,ঈশ্বর রায় ,AGM(O&M),কাজ শেষে লাইন চালু করা হলো।,2022-01-03 19:22:00,2022-01-03 19:45:00,0 days 00:23:00,
75,HT জাম্পার করণ(ঠিকাদার),01-03-2022,৩নং ফিডার ,17:23:00,17:39:00,ব্রেকার বের করে দেওয়া হলো।,মো:হাসান,ঈশ্বর রায় ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2022-01-03 17:23:00,2022-01-03 17:39:00,0 days 00:16:00,
74,XFR আপগ্রেড,01-03-2022,৪নং ফিডার ,11:30:00,12:00:00,ট্রিপ করে ব্রেকার আউট,মো:হাসান,অটল,AGM(O&M) Sir , ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2022-01-03 11:30:00,2022-01-03 12:00:00,0 days 00:30:00,
77,অভিযোগ সমাধান,03-03-2022,১নং ফিডার ,17:15:00,17:50:00,ব্রেকার আউট,ইব্রাহীম/আকাশ,অটল,AGM (O&M) Sir  এর নির্দেশক্রমে,কাজ শেষে ক্লিয়ারেন্স  নিয়ে  লাইন চালু করা হয়।,2022-03-03 17:15:00,2022-03-03 17:50:00,0 days 00:35:00,
78,ঠিকাদারকে শাটডাউন দেওয়ার জন্য জাম্পার কাটা।,03-03-2022,৩নং ফিডার ,10:50:00,11:00:00,ব্রেকার আউট।,অটল,শফিকুল,AGM(O&M), ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2022-03-03 10:50:00,2022-03-03 11:00:00,0 days 00:10:00,
79,XFR নামানোর জন্য,03-03-2022,৮নং ফিডার ,10:55:00,11:10:00,ব্রেকার আউট,আকাশ,শফিকুল ,AGM(O&M),কাজ শেষে নিরাপদ হয়ে লাইন চালু করা হয়। ,2022-03-03 10:55:00,2022-03-03 11:10:00,0 days 00:15:00,
80,H.T জাম্পার করার জন্য।,03-03-2022,৩নং ফিডার ,13:25:00,13:45:00,ব্রেকার আউট।,অটল,শফিকুল,AGM(O&M),,2022-03-03 13:25:00,2022-03-03 13:45:00,0 days 00:20:00,
81,বডিং গ্রাউন্ডিং সংযোগ।,03-03-2022,৮নং ফিডার ,14:20:00,14:50:00,ব্রেকার আউট,নারায়ন চন্দ্র ,মনির ,AGM(O&M), ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2022-03-03 14:20:00,2022-03-03 14:50:00,0 days 00:30:00,
82,নিউট্রাল তার ছেড়ার কারনে জরুরী বন্ধ।,03-03-2022,৯নং ফিডার।,15:25:00,15:35:00,ব্রেকার আউট।,অটল,মনির ,AGM(O&M), ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2022-03-03 15:25:00,2022-03-03 15:35:00,0 days 00:10:00,
83,X-Former change,03-03-2022,৪নং ফিডার ।,16:25:00,16:55:00,ব্রেকার আউট।,হাসান,মনির ,AGM(O&M), ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2022-03-03 16:25:00,2022-03-03 16:55:00,0 days 00:30:00,
84,X-Former উত্তোলন।,03-03-2022,১নং ফিডার ,17:25:00,17:55:00,ব্রেকার আউট।,রফিক,মনির,AGM(O&M),,2022-03-03 17:25:00,2022-03-03 17:55:00,0 days 00:30:00,
87,ঠিকাদারদের শাটডাউন,04-03-2022,৯নং ফিডার ,18:30:00,19:08:00,ব্রেকার আউট,রহমান,Mamun,JE(O&M),কাজ শেষে লাইন চালু করা হয়। ,2022-04-03 18:30:00,2022-04-03 19:08:00,0 days 00:38:00,
85,HT জাম্পার পুড়া।,04-03-2022,১নং ফিডার।,11:30:00,12:05:00,ব্রেকার আউট।,আ:রহমান,সাকিব,JE(H),কাজ শেষে লাইন চালু করা হয়।,2022-04-03 11:30:00,2022-04-03 12:05:00,0 days 00:35:00,
86,HT জাম্পার করার জন্য। ,04-03-2022,৭নং ফিডার ,12:05:00,12:15:00,ব্রেকার আউট।,আলমগীর,সাকিব,JEE(H), ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2022-04-03 12:05:00,2022-04-03 12:15:00,0 days 00:10:00,
88,ঠিকাদার কাজের জন্য ভাঙ্গা পোল পরিবর্তন।,05-03-2022,৭নং ফিডার ,09:20:00,17:00:00,ব্রেকার আউট,সজীব/শফিকুল ,অটল,AGM(O&M), ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2022-05-03 09:20:00,2022-05-03 17:00:00,0 days 07:40:00,
88,ঠিকাদারের কাজের ন্য সাইটেলিয়া S/S,05-03-2022,৩নং ফিডার ,10:40:00,11:00:00,ব্রেকার আউট,আ:রহমান,অটল,O&M Sir নির্দেশক্রমে শাটডাউন নিশ্বিত।,কাজ শেষে ক্লিয়ারেন্স  দিয়ে লাইন চালু করা হয়।,2022-05-03 10:40:00,2022-05-03 11:00:00,0 days 00:20:00,
89,ঠিকাদার কাজের জন্য Pole remove.,05-03-2022,৯নং ফিডার ,12:15:00,13:15:00,ব্রেকার আউট,আ:রহমান,অটল,AGM(O&M), ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2022-05-03 12:15:00,2022-05-03 13:15:00,0 days 01:00:00,
90,HT জাম্পার করার জন্য।,05-03-2022,৩নং ফিডার ,18:30:00,18:40:00,ব্রেকার আউট,আ:রহমান,সাকিব,AGM/O&M, ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2022-05-03 18:30:00,2022-05-03 18:40:00,0 days 00:10:00,
91,LT তার ছিড়া।,05-03-2022,৭নং ফিডার ,19:00:00,19:30:00,ব্রেকার আউট,ঈশ্বর রায় ,সাকিব,AGM/O&M, ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2022-05-03 19:00:00,2022-05-03 19:30:00,0 days 00:30:00,
92,HT জাম্পার পুড়া।,05-03-2022,৭নং ফিডার ,20:45:00,21:00:00,ব্রেকার আউট,ঈশ্বর ,সাকিব,AGM(O&M), ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2022-05-03 20:45:00,2022-05-03 21:00:00,0 days 00:15:00,
93,অভিযোগ নিরসন।,06-03-2022,১নং ফিডার ,12:04:00,12:22:00,ব্রেকার আউট।,ইশ্বর ,তাহেরুল ,A.G.M(O&M), ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2022-06-03 12:04:00,2022-06-03 12:22:00,0 days 00:18:00,
94,ঠিকাদার S/S সাইটেলিয়া।,06-03-2022,৩নং ফিডার ,12:22:00,12:47:00,ব্রেকার আউট।,নারায়ন,তাহেরুল,A.G.M,,2022-06-03 12:22:00,2022-06-03 12:47:00,0 days 00:25:00,
95,HT জাম্পার করার জন্য।,06-03-2022,১০নং ফিডার ,16:55:00,17:15:00,ব্রেকার আউট,আ:রহমান ,সাকিব,AGM(O&M) অনুমোদনে, ক্লিয়ারেন্স শেষে লাইন চালু করা হয়।,2022-06-03 16:55:00,2022-06-03 17:15:00,0 days 00:20:00,
96,ঠিকাদার কাজের জন্য।,06-03-2022,৩নং ফিডার ,17:58:00,18:15:00,ব্রেকার আউট,নারায়ন,সাকিব,AGM(O&M) অনুমোদনে, ক্লিয়ারেন্স পাওয়ার পর লাইন চালু করা হয়।,2022-06-03 17:58:00,2022-06-03 18:15:00,0 days 00:17:00,
97,X-Former  পরিবর্তন,06-03-2022,৯নং ফিডার ,19:50:00,20:30:00,ব্রেকার আউট,অটল ,সাকিব,AGM(O&M) , ক্লিয়ারেন্স পাওয়ার পর লাইন চালু করা হয়।,2022-06-03 19:50:00,2022-06-03 20:30:00,0 days 00:40:00,
100,কাটআউট পরিবর্তন। ,07-03-2022,৭নং ফিডার ,17:20:00,17:40:00,ব্রেকার আউট,আ:রহমান,হাসান,AGM(O&M),কাজ শেষে নিরাপদে লাইন চালু করা হয়। ,2022-07-03 17:20:00,2022-07-03 17:40:00,0 days 00:20:00,
98,অভিযোগ সমাধান।,07-03-2022,৬নং ফিডার ,14:05:00,14:20:00,ব্রেকার আউট,মোস্তাক,ঈশ্বর রায় ,AGM(O&M),কাজ শেষে লাইন চালু করা হলো।,2022-07-03 14:05:00,2022-07-03 14:20:00,0 days 00:15:00,
99,ঠিকাদার এর কাজ,07-03-2022,৩নং ফিডার ,14:30:00,14:50:00,ব্রেকার আউট,নারায়ন,ঈশ্বর রায় ,AGM(O&M),কাজ শেষে লাইন চালু করা হলো।,2022-07-03 14:30:00,2022-07-03 14:50:00,0 days 00:20:00,
101,ঠিকাদার এর জন্য HT জাম্পার। ,07-03-2022,৩নং ফিডার ,18:10:00,18:25:00,ব্রেকার আউট।,নারায়ন,হাসান,AGM(O&M),কাজ শেষে নিরাপদে লাইন চালু  করা হয়। ,2022-07-03 18:10:00,2022-07-03 18:25:00,0 days 00:15:00,
103,HT জাম্পারকরণ।,08-03-2022,১ ও ৯নং ফিডার।,17:38:00,18:00:00,ব্রেকার আউট।,আ:রহমান,ঈশ্বর রায় ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2022-08-03 17:38:00,2022-08-03 18:00:00,0 days 00:22:00,
102,অভিযোগ সমাধান HT জাম্পার পুড়া HT জাম্পার আউটকরণ।,08-03-2022,৪নং ফিডার ,12:58:00,13:30:00,ব্রেকার আউট,সাইফুল,অটল,AGM(O&M), ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2022-08-03 12:58:00,2022-08-03 13:30:00,0 days 00:32:00,
114,X-Former পরিবর্তন।,09-03-2022,৭নং ফিডার।,16:48,17:48,ব্রেকার আউট,আলমগীর/ঈশ্বর ,নারায়ন,AGM(O&M),ক্লিয়ারেন্স লাইন চালু করা হয়।,2022-09-03 16:48:00,2022-09-03 17:48:00,0 days 01:00:00,
113,X-Former  পরিবর্তন।,09-03-2022,৬নং ফিডার ,16:05,16:30,ব্রেকার আউট ,অটল,নারায়ণ,AGM(O&M),ক্লিয়ারেন্স দেওয়ায় লাইন চালু করা হয়।,2022-09-03 16:05:00,2022-09-03 16:30:00,0 days 00:25:00,
115,X-Former পরিবর্তন।,09-03-2022,৫ ও ৮নং ফিডার,18:40,19:15,ব্রেকার আউট,আলমগীর/ঈশ্বর ,নারায়ণ,AGM(O&M),,2022-09-03 18:40:00,2022-09-03 19:15:00,0 days 00:35:00,
112,X-Former পরিবর্তন।,09-03-2022,১১নং ফিডার,13:55,14:30,ব্রেকার আউট,মামুন,মনির ,AGM(O&M),ক্লিয়ারেন্স পূর্বক লাইন চালু করা হয়।,2022-09-03 13:55:00,2022-09-03 14:30:00,0 days 00:35:00,
110,H.T জাম্পার করার জন্য।,09-03-2022,৩নং ফিডার।,13:20,13:50,ব্রেকার আউট,হাসান,মনির ,AGM(O&M),ক্লিয়ারেন্স পূর্বক লাইন চালু করা হয়।,2022-09-03 13:20:00,2022-09-03 13:50:00,0 days 00:30:00,
111,H.T ফিউজ স্থাপন।,09-03-2022,৪নং ফিডার।,13:40,13:50,ব্রেকার আউট,শফিক,মনির,AGM(O&M),ক্লিয়ারেন্স পূর্বক লাইন চালু করা হয়।,2022-09-03 13:40:00,2022-09-03 13:50:00,0 days 00:10:00,
109,H.T জাম্পার করার জন্য।,09-03-2022,৬নং ফিডার।,11:45:00,12:00:00,ব্রেকার আউট,ইব্রাহীম ,মনির ,AGM(O&M), ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2022-09-03 11:45:00,2022-09-03 12:00:00,0 days 00:15:00,
104,HT তার জোড়া দেওয়া।,09-03-2022,৪নং ফিডার।,10:45:00,11:55:00,ব্রেকার আউট।,শফিকুল ইসলাম,মনির,AGM(O&M),কাজ শেষে লাইন চালু করা হলো।,2022-09-03 10:45:00,2022-09-03 11:55:00,0 days 01:10:00,
116,ঠিকাদারের কাজ।,10-03-2022,৬নং ফিডার ,10:48,12:30,ব্রেকার আউট,অটল চন্দ্র,ঈশ্বর রায়,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2022-10-03 10:48:00,2022-10-03 12:30:00,0 days 01:42:00,
117,HT জাম্পারকরণ।,10-03-2022,২নং ফিডার ,15:07,15:30,ব্রেকার আউট,রহমান,Mamun,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2022-10-03 15:07:00,2022-10-03 15:30:00,0 days 00:23:00,
118,ঠিকাদার বেলালের কাজের জন্য।,11-03-2022,৩নং ফিডার ,09:10,12:35,ব্রেকার আউট,হুমায়ুন+বেলাল,মনির ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2022-11-03 09:10:00,2022-11-03 12:35:00,0 days 03:25:00,
203,L.T তার ছেড়া।,12-03-2022,৩নং ফিডার।,19:10,20:35,ব্রেকার আউট,নারায়ন,মনির ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2022-12-03 19:10:00,2022-12-03 20:35:00,0 days 01:25:00,
202,X-Former উত্তোলন।,12-03-2022,১১নং ফিডার ,19:00,19:17,ব্রেকার আউট,আ:রহমান,মনির।,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2022-12-03 19:00:00,2022-12-03 19:17:00,0 days 00:17:00,
201,ক্রসআর্ম পরিবর্তন।,12-03-2022,৬নং ফিডার।,15:55,16:55,ব্রেকার আউট,শফিক,মনির ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2022-12-03 15:55:00,2022-12-03 16:55:00,0 days 01:00:00,
200,H.T জাম্পারকরণ।,12-03-2022,৭নং ফিডার ,15:00,15:15,ব্রেকার আউট,মামুন,মনির ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2022-12-03 15:00:00,2022-12-03 15:15:00,0 days 00:15:00,
119,H.T লুপ মেরামত।,13-03-2022,৫নং ফিডার ,10:30,10:45,ব্রেকার আউট।,আ:রহমান LM-1,মনির LT,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2022-03-13 10:30:00,2022-03-13 10:45:00,0 days 00:15:00,
204,HT জাম্পারকরণ।,13-03-2022, ৪নং ফিডার।,13:35,13:55,ব্রেকার আউট,মনির ,হাসান,AGM(O&M),,2022-03-13 13:35:00,2022-03-13 13:55:00,0 days 00:20:00,
205,নিউট্রাল তারে আগুন জ্বলে।,13-03-2022,৫নং ফিডার ,20:30,20:45,ব্রেকার আউট,মাহবুব,অটল,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2022-03-13 20:30:00,2022-03-13 20:45:00,0 days 00:15:00,
206,33KV Trip ,14-03-2022,33KV-1,17:18,17:38,,,,,,2022-03-14 17:18:00,2022-03-14 17:38:00,0 days 00:20:00,
207,X-Former পরিবর্তন।,14-03-2022,৩নং ফিডার ,18:45,19:10,ব্রেকার আউট,আকাশ,নারায়ন,AGM(O&M),,2022-03-14 18:45:00,2022-03-14 19:10:00,0 days 00:25:00,
232, X-Former উত্তোলন।,15-03-2022,৫নং ফিডার ,21:56,22:23,ব্রেকার আউট।,অটল ,তাহেরুল,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হইল।,2022-03-15 21:56:00,2022-03-15 22:23:00,0 days 00:27:00,
231,ফেজ ব্যালেন্স করণ।,15-03-2022,৬নং ফিডার।,15:40,15:55,ব্রেকার আউট।,নারায়ন,ঈশ্বর রায়,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2022-03-15 15:40:00,2022-03-15 15:55:00,0 days 00:15:00,
232,ঠিকাদারকে শাটডাউন।,15-03-2022,৩নং ফিডার ,16:55,18:15,ব্রেকার আউট।,নারায়ন  LM-1,ঈশ্বর রায় LM-1,AGM(O&M),কাজ শেষে লাইন চালু করা হলো।,2022-03-15 16:55:00,2022-03-15 18:15:00,0 days 01:20:00,
209,HT জাম্পার করার জন্য।,15-03-2022,১১নং ফিডার।,13:00,13:15,ব্রেকার আউট।,হাসান,A.Rhaman,AJE Sojib ,,2022-03-15 13:00:00,2022-03-15 13:15:00,0 days 00:15:00,
230,তার টানার জন্য।,15-03-2022,২নং ফিডার ,15:40,16:05,ব্রেকার আউট।,তাহেরুল,ঈশ্বর রায় ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2022-03-15 15:40:00,2022-03-15 16:05:00,0 days 00:25:00,
208,HT জাম্পার করার জন্য।,15-03-2022,৮নং ফিডার ,12:10,12:40,ব্রেকার আউট।,হাসান,A.Rhaman,AGM(O&M),,2022-03-15 12:10:00,2022-03-15 12:40:00,0 days 00:30:00,
233,X.F উত্তোলন করণ।,16-03-2022,১নং ফিডার।,12:46,13:20,ব্রেকার আউট করে।,মাহবুব,হাসান,J.E Humayun ,,2022-03-16 12:46:00,2022-03-16 13:20:00,0 days 00:34:00,
234,X.F.R উত্তোলন করণ। ,16-03-2022,১ ও ৫নং ফিডার ,14:32,15:30,ব্রেকার আউট করে।,সাকিব,Mamun ,AGM(O&M),কাজ শেষে লাইন চালু করা হলো।,2022-03-16 14:32:00,2022-03-16 15:30:00,0 days 00:58:00,
235,XFR উত্তোলন করণ।,17-03-2022,১ ও ৫নং ফিডার ,23:00,01:00,ব্রেকার আউট করে।,মনির ,Mamun ,AGM(O&M),কাজ শেষে লাইন চালু করা হলো।,2022-03-17 23:00:00,2022-03-17 01:00:00,-1 days +02:00:00,
236,অভিযোগ সমাধান,18-03-2022,২নং ফিডার ,17:53,18:05,ব্রেকার আউট,অটল,তাহেরুল,JE(H) Sir ,ক্লিয়ারেন্স শেষে লাইন চালু করা হয়। ,2022-03-18 17:53:00,2022-03-18 18:05:00,0 days 00:12:00,
206,33KV ক্রস আর্ম ভাঙ্গা।,19-03-2022,২নং ফিডার ,08:00,10:20,ব্রেকার আউট,তাহেরুল ,অটল,JE(HU),ক্লিয়ারেন্স পাওয়ার পর লাইন চালু করা হয়।,2022-03-19 08:00:00,2022-03-19 10:20:00,0 days 02:20:00,
207,X.F.R উত্তোলন করণ।,19-03-2022,১ ও ৫নং ফিডার।,13:12,14:12,ব্রেকার আউট করে।,মাহবুব আলম,শফিকুল,AGM(O&M),ক্লিয়ারেন্স পাওয়ার পর লাইন চালু করা হয়।,2022-03-19 13:12:00,2022-03-19 14:12:00,0 days 01:00:00,
208,X-Former  উত্তোলন।,19-03-2022,৯নং ফিডার।,16:55,17:30,ব্রেকার আউট,তাহেরুল,সাকিব,JE(HU),ক্লিয়ারেন্স পাওয়ার পর লাইন চালু করা হয়।,2022-03-19 16:55:00,2022-03-19 17:30:00,0 days 00:35:00,
209,HT জাম্পার করার জন্য।,21-03-2022,২নং ফিডার।,22:05,22:20,ব্রেকার আউট,আলমগীর ,সাকিব,JE(Sojib),ক্লিয়ারেন্স পাওয়ার পর লাইন চালু করা হয়।,2022-03-21 22:05:00,2022-03-21 22:20:00,0 days 00:15:00,
210,ঠিকাদার পুশপোল স্থাপন।,22-03-2022,১১নং ফিডার।.,11:40,12:10,ব্রেকার আউট ,আবু তাহের ,মনির ,AGM(O&M),ক্লিয়ারেন্স পাওয়ার পর লাইন চালু করা হয়।,2022-03-22 11:40:00,2022-03-22 12:10:00,0 days 00:30:00,
211,ঠিকাদার A-9 ফিটিংস করণ।,22-03-2022,৩নং ফিডার।,13:55,14:10,ব্রেকার আউট।,মামুন।,মনির ,AGM(O&M),চালু। ,2022-03-22 13:55:00,2022-03-22 14:10:00,0 days 00:15:00,
212,জাম্পার আউটকরণ।,23-03-2022,৩নং ফিডার। ,16:25,17:55,ব্রেকার আউট।,শফিক,মনির ,AGM(O&M),ক্লিয়ারেন্স পাওয়ার পর লাইন চালু করা হয়।,2022-03-23 16:25:00,2022-03-23 17:55:00,0 days 01:30:00,
213,জাম্পার আউটকরণ।,23-03-2022,৩নং ফিডার ,17:19,17:55,ব্রেকার আউট।,মামুন,মনির ,AGM(O&M),ক্লিয়ারেন্স পাওয়ার পর লাইন চালু করা হয়।,2022-03-23 17:19:00,2022-03-23 17:55:00,0 days 00:36:00,
214,"মাওনা মেম্বার পাড়া মোড়, X-For উত্তোলন।",23-03-2022,"৭নং ফিডার, উঃমাওনা।",17:45,18:35,ব্রেকার আউট,অটুল ,মনির ,AGM(O&M),ক্লিয়ারেন্স পাওয়ার পর লাইন চালু করা হয়।,2022-03-23 17:45:00,2022-03-23 18:35:00,0 days 00:50:00,
215,অভিযোগ নিরসন।,23-03-2022,৭নং ফিডার।,23:36,23:50,ব্রেকার আউট।,সাকিব।,তাহেরুল,AGM(O&M),ক্লিয়ারেন্স পাওয়ার পর লাইন চালু করা হয়।,2022-03-23 23:36:00,2022-03-23 23:50:00,0 days 00:14:00,
216,11KV লাইনে গাছ কাটার জন্য।,24-03-2022, ৪নং ফিডার ,23:50,01:50,ব্রেকার আউট।,অটল চন্দ্র,মনির ,AGM(O&M),,2022-03-24 23:50:00,2022-03-24 01:50:00,-1 days +02:00:00,
217,গেইট ভেঙ্গে লাইনে পড়ার কারণে।,26-03-2022,"১নং ফিডার, শ্রীপুর রোড।",13:40,13:50,ব্রেকার আউট,সাকিব,মনির ,AGM(O&M),নিরাপদ হয়ে লাইন চালু করা হয়। ,2022-03-26 13:40:00,2022-03-26 13:50:00,0 days 00:10:00,
218,X.F উত্তোলন করন।,26-03-2022,১০নং ফিডার।,17:46,18:16,ব্রেকার আউট করে।,মাহবুব,অটল,AGM(O&M),,2022-03-26 17:46:00,2022-03-26 18:16:00,0 days 00:30:00,
221,ঠিকাদার পুশপোল স্থাপনের জন্য।,28-03-2022,"১নং ফিডার, শ্রীপুর রোড।",14:45,16:05,ব্রেকার আউট।,নারায়ন ,মনির ,AGM(O&M),চালু।,2022-03-28 14:45:00,2022-03-28 16:05:00,0 days 01:20:00,
222,H.T জাম্পার করণ।,28-03-2022, ১০নং ফিডার।,16:05,16:25,ব্রেকার আউট।,আ:রহমান,মনির ,AGM(O&M),চালু।,2022-03-28 16:05:00,2022-03-28 16:25:00,0 days 00:20:00,
219,XFR উত্তোলন।,28-03-2022,৭নং ফিডার ,13:32,13:56,ব্রেকার আউট।,রহমান,ঈশ্বর রায়,AGM(O&M),কাজ শেষে লাইন চালু করা হলো।,2022-03-28 13:32:00,2022-03-28 13:56:00,0 days 00:24:00,
220,অভিযোগ সমাধান।,28-03-2022,৫ ও ৮নং ফিডার ,14:03,14:10,ব্রেকার আউট,অটল চন্দ্র,ঈশ্বর রায়,AGM(O&M),কাজ শেষে লাইন চালু করা হলো।,2022-03-28 14:03:00,2022-03-28 14:10:00,0 days 00:07:00,
223,ইনসুলেটর পরিবর্তন।,29-03-2022,F-2,16:36,17:10,ব্রেকার আউট।,নারায়ন,ঈশ্বর রায়।,AGM(O&M),চালু।,2022-03-29 16:36:00,2022-03-29 17:10:00,0 days 00:34:00,
224,X-For উত্তোলন।,29-03-2022,F-7+F-11,23:05,23:55,ব্রেকার আউট।,হুমায়ুন।,মনির।,AGM(O&M),চালু।,2022-03-29 23:05:00,2022-03-29 23:55:00,0 days 00:50:00,
225,ঠিকাদার পুশ পোল স্থাপন করার জন্য।,31-03-2022,F-7,13:35,14:20,ব্রেকার বাহির করা আছে। ,আ:রহমান,নারায়ন,JE(O&M),,2022-03-31 13:35:00,2022-03-31 14:20:00,0 days 00:45:00,
226,আগুন লাগার কারণে কাজ।,31-03-2022,১১নং ফিডার।,05:31,05:47,ট্রিপ করে।,D.G.M Sir ,Abdur ,D.G.M Sir ,DGM Sir এর ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2022-03-31 05:31:00,2022-03-31 05:47:00,0 days 00:16:00,
227,H.T জাম্পার করণ।,31-03-2022,১ ও ৬নং ফিডার।,17:48,18:10,ব্রেকার আউট করে।,সজীব,Abdur ,DGM এর আদেশক্রমে।,,2022-03-31 17:48:00,2022-03-31 18:10:00,0 days 00:22:00,
228,X-For পরিবর্তন।,02-04-2022,F-11,13:25,13:30,ব্রেকার আউট।,আবু তাহের,মনির ,AGM(O&M),চালু।,2022-02-04 13:25:00,2022-02-04 13:30:00,0 days 00:05:00,
230,অভিযোগ নিরসন।,04-04-2022,F-1,13:15,13:35,ব্রেকার আউট।,মাহবুব+অটল।,মনির ,AGM(O&M),চালু।,2022-04-04 13:15:00,2022-04-04 13:35:00,0 days 00:20:00,
231,H.T জাম্পার মেরামত।,04-04-2022,F-6,14:05,14:20,ব্রেকার আউট।,মাহবুব।,মনির। ,AGM(O&M),চালু।,2022-04-04 14:05:00,2022-04-04 14:20:00,0 days 00:15:00,
229,X.F.R LT লুপ মেরামত,04-04-2022,F-5,13:15,13:30,ব্রেকার আউট।,মাহবুব,মনির।,AGM(O&M),চালু।,2022-04-04 13:15:00,2022-04-04 13:30:00,0 days 00:15:00,
233,সংযোগ দেওয়া।,05-04-2022,F-1,15:20,15:30,ব্রেকার আউট।,মাহবুব।,মনির।,AGM(O&M),লাইন চালু করাহয়।,2022-05-04 15:20:00,2022-05-04 15:30:00,0 days 00:10:00,
234,সার্ভিস নিউট্রাল ছেড়া।,05-04-2022,F-11,16:06,16:20,ব্রেকার আউট।,মাহবুব।,মনির ,AGM(O&M),চালু।,2022-05-04 16:06:00,2022-05-04 16:20:00,0 days 00:14:00,
235,ঠিকাদার জাম্পার করণ,05-04-2022,F-7,16:45,,ব্রেকার আউট।,আকাশ,মনির ,AGM(O&M),চালু।,2022-05-04 16:45:00,,,
