Sl No.,Shutdown Reason,Date,Area/Feeder/Section Name,Time From,To Time,Shutdown Form Details,Shutdown Receiver,Shutdown Provider,Service Order No./Date,Remarks,DateTime(Time_From),DateTime(To_Time),Duration,                           
,ঠিকাদার কাজের জন্য। ,17-11-2020,১নং ফিডার। ,14:10,14:50,ট্রিপ করে ব্রেকার ডাউন।,ইব্রাহীম,সেলিম,AGM(O&M),ক্লিয়ারেন্স পেয়ে চালু করা হয়। ,2020-11-17 14:10:00,2020-11-17 14:50:00,0 days 00:40:00,201.0
,R.O.W এর জন্য। ,18-11-2020,"৯নং ফিডার, A.S.R ফিডার।",09:40,13:45,ফিডার ট্রিপ করে ব্রেকার বের করা হয়। ,ওবায়দুর রহমান,কামরুল,AGM(O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হল।,2020-11-18 09:40:00,2020-11-18 13:45:00,0 days 04:05:00,202.0
,ট্রান্সফরমার উত্তোলন। ,18-11-2020,৫নং ফিডার।,14:40,15:00,Breaker out ,মনির,A.Rahman,A.G.M(O&M) Sir ,কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হল।,2020-11-18 14:40:00,2020-11-18 15:00:00,0 days 00:20:00,203.0
,ROW কাজ করার জন্য। ,18-11-2020,৯নং ফিডার। ,14:40,17:00,ব্রেকার আউট করে Shutdown প্রদান করা হয়।  ,ওবায়দুর রহমান,A.Rahman,AGM(O&M) Sir ,,2020-11-18 14:40:00,2020-11-18 17:00:00,0 days 02:20:00,204.0
,XFR এর HT জাম্পার পুড়া।,19-11-2020,৭নং ফিডার।,16:05,16:20,ব্রেকার আউট করে শাটডাউন দেওয়া হয়েছে। ,কামরুল ইসলাম,অটল,,কাজ শেষে ক্লিয়ারেন্স নিয়ে ফিডার চালু করা হয়েছে। ,2020-11-19 16:05:00,2020-11-19 16:20:00,0 days 00:15:00,205.0
,XFR উত্তোলন।,19-11-2020,৬নং ফিডার। ,16:05,16:35,ব্রেকার আউট করে শাটডাউন দেওয়া হয়েছে। ,মনির,অটল,AGM(O&M) Sir এর নির্দেশে।,,2020-11-19 16:05:00,2020-11-19 16:35:00,0 days 00:30:00,206.0
,X-ফরমার পরিবর্তন। ,20-11-2020,ফিডার-৭,11:10,12:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয় ।,হাসমত,ওবায়দুর,AGM(O&M),কাজ শেষে ক্লিয়ারেন্স দেওয়ার পরে লাইন চালু করা হয়।,2020-11-20 11:10:00,2020-11-20 12:00:00,0 days 00:50:00,207.0
,পুশপোল স্থাপন। ,20-11-2020,৪নং ফিডার। ,16:00,16:20,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,কামরুল,,AGM(O&M),,2020-11-20 16:00:00,2020-11-20 16:20:00,0 days 00:20:00,208.0
,X-Former Upgrade.,21-11-2020,৪নং ফিডার। ,12:20,13:35,ফিডার ট্রিপ করে ব্রেকার বের করা হয়। ,রফিক,কামরুল,AGM(O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হল।,2020-11-21 12:20:00,2020-11-21 13:35:00,0 days 01:15:00,209.0
,ROW করার জন্য। ,21-11-2020,৪নং ফিডার। ,15:05,16:30,ফিডার ট্রিপ করে ব্রেকার আউট করা হয়। ,ওবায়দুর ,A.Rahman,A.G.M(O&M),,2020-11-21 15:05:00,2020-11-21 16:30:00,0 days 01:25:00,210.0
,ROW এর জন্য। ,22-11-2020,৪নং ফিডার। ,09:15,13:20,ফিডার ট্রিপ করে ব্রেকার বের করা হয়। ,মো:ওবায়দুর রহমান,কামরুল,A.G.M(O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হল।,2020-11-22 09:15:00,2020-11-22 13:20:00,0 days 04:05:00,211.0
,R.O.W করণ। ,22-11-2020,৪নং ফিডার। ,14:20,,ব্রেকার আউট করে শাটডাউন দেওয়া হয়। ,ওবায়দুর রহমান,আ:ওয়াদুদ,AGM(O&M),,2020-11-22 14:20:00,,,212.0
,Capacitar এর Jumper করণ। ,23-11-2020,৬নং ফিডার।,12:00,12:30,ব্রেকার আউট করে শাটডাউন দেওয়া হয়েছে। ,আ:রহমান।,অটল চন্দ্র সরকার,AGM(O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে ফিডার চালু করা হয়েছে। ,2020-11-23 12:00:00,2020-11-23 12:30:00,0 days 00:30:00,213.0
,HT জাম্পার করণ।,23-11-2020,৬নং ফিডার।,14:00,14:30,ব্রেকার বাহির করে শাটডাউন নিশ্বিত করা হয়েছে। ,আ:রহমান,অটল।,,,2020-11-23 14:00:00,2020-11-23 14:30:00,0 days 00:30:00,214.0
,X-ফরমার পরিবর্তন। ,26-11-2020,৩নং ফিডার। ,13:25,,ব্রেকার বের করা।,আজাদ,কামরুল,JE(K),,2020-11-26 13:25:00,,,215.0
,X-Former উত্তোলন। ,27-11-2020,৩নং ফিডার। ,10:30,11:35,ব্রেকার বের করে শাটডাউন প্রদান। ,আ:রহমান,ওয়াদুদ,J.E(U),,2020-11-27 10:30:00,2020-11-27 11:35:00,0 days 01:05:00,216.0
,XFR উত্তোলন।,27-11-2020,১১নং ফিডার। ,16:40,17:00,ব্রেকার বের করে শাটডাউন নিশ্বিত করা হয়েছে। ,আ:ওয়াদুদ,অটল। ,JE(Kamruzzaman),,2020-11-27 16:40:00,2020-11-27 17:00:00,0 days 00:20:00,217.0
,ROW এর কাজ। ,28-11-2020,৬নং ফিডার। ,15:00,,,হাসমত।,আ:রহমান,,,2020-11-28 15:00:00,,,218.0
,ঠিকাদার কাজ। ,29-11-2020,৯নং ফিডার। ,16:15,16:45,ব্রেকার বের করে দেওয়া।,মোশতাক।,মনির L.M,AGM(O&M),,2020-11-29 16:15:00,2020-11-29 16:45:00,0 days 00:30:00,219.0
,গাছ কাটার জন্য।,30-11-2020,২নং ফিডার। ,12:20,13:24,ব্রেকার বাহির করে। ,কামরুল,A.Rahman,A.G.M(O&M),,2020-11-30 12:20:00,2020-11-30 13:24:00,0 days 01:04:00,223.0
,ROW করার জন্য। ,30-11-2020,৬নং ফিডার। ,09:40,13:35,ব্রেকার বের করা দেওয়া।,ইশ্বর বাবু,আ:রহমান,A.G.M(O&M),,2020-11-30 09:40:00,2020-11-30 13:35:00,0 days 03:55:00,220.0
,ROW ,30-11-2020,৬নং ফিডার। ,14:30,15:30,ব্রেকার আউট। ,Younus Ali ,Mustak,AGM(O&M),,2020-11-30 14:30:00,2020-11-30 15:30:00,0 days 01:00:00,224.0
,আগুন লাগার কারণে। ,30-11-2020,৪নং ফিডার। ,10:40,11:40,ব্রেকার বাহির করে,কামরুল,A.Rahman,AGM(O&M),,2020-11-30 10:40:00,2020-11-30 11:40:00,0 days 01:00:00,221.0
,HT জাম্পার করার জন্য। ,30-11-2020,৯নং ফিডার। ,12:00,13:00,ব্রেকার বাহির করে।,মনির,A.Rahman,A.G.M(O&M),,2020-11-30 12:00:00,2020-11-30 13:00:00,0 days 01:00:00,222.0
,X-Former উত্তোলন। ,01-12-2020,১১নং ফিডার। ,11:00,12:00,ব্রেকার বের করা হয়। ,হাসমত। ,মনির,AGM(O&M),,2020-01-12 11:00:00,2020-01-12 12:00:00,0 days 01:00:00,225.0
,ঠিকাদারকে শাটডাউন।,01-12-2020,"টেপিরবাড়ী, ২নং ফিডার। ",16:10,17:10,ব্রেকার আউট। ,কামরুল,Atol,AGM(O&M),,2020-01-12 16:10:00,2020-01-12 17:10:00,0 days 01:00:00,226.0
,DCS স্থাপন। ,02-12-2020,"৪, ৬, ৮ নং ফিডার। ",09:54,13:30,ব্রেকার বের করে শাটডাউন দেওয়া হয় ।,AGM(O&M),মোশতাক। ,AGM(O&M),,2020-02-12 09:54:00,2020-02-12 13:30:00,0 days 03:36:00,227.0
,R.O.W করণ। ,02-12-2020,৪নং ফিডার। ,10:30,,ব্রেকার বের করে শাটডাউন দেওয়া হয়। ,কামরুল,মোশতাক,AGM(O&M),,2020-02-12 10:30:00,,,228.0
,R.O.W করণ। ,02-12-2020,৩নং ফিডার। ,10:50,11:50,ব্রেকার বের করে শাটডাউন দেওয়া হয় ।,জাহাঙ্গীর,মোশতাক,AGM(O&M),,2020-02-12 10:50:00,2020-02-12 11:50:00,0 days 01:00:00,229.0
,HT জাম্পারকরণ। ,02-12-2020,১নং কেওয়ার ফিডার। ,14:35,14:50,HT জাম্পারকরণ।,হাসমত,আ:ওয়াদুদ,AGM(O&M),,2020-02-12 14:35:00,2020-02-12 14:50:00,0 days 00:15:00,230.0
,R.O.W করণ। ,03-12-2020,৯নং ফিডার। ,09:30,13:40,ব্রেকার বের করা হয়।,ইউনুস,আজাদ,AGM(O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে চালু করা হয়। ,2020-03-12 09:30:00,2020-03-12 13:40:00,0 days 04:10:00,231.0
,R.O.W করণ। ,03-12-2020,২নং ফিডার। ,12:03,13:00,ব্রেকার বের করা হয় ।,কামরুল,আজাদ।,AGM(O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে চালু করা হয়। ,2020-03-12 12:03:00,2020-03-12 13:00:00,0 days 00:57:00,232.0
,R.O.W করণ।,03-12-2020,১নং ফিডার। ,12:37,13:30,ব্রেকার ট্রিপ।,ইউনুস,আজাদ,AGM(O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে চালু করা হয়। ,2020-03-12 12:37:00,2020-03-12 13:30:00,0 days 00:53:00,233.0
,ফিটিংস। ,05-12-2020,২নং ফিডার।,11:40,,ব্রেকার বের করে দেওয়া হয়। ,অটল L.M-1,মোশতাক L.M-1,AGM(O&M),কাজ শেষে ক্লিয়ারেন্স দেওয়ায় চালু করা হয়। ,2020-05-12 11:40:00,,,234.0
,পুশ পোল Former ব্যাংক স্থাপন। ,05-12-2020,১ ও ৫নং ফিডার। ,13:30,15:25,ব্রেকার বের করে শাটডাউন দেওয়া হয়। ,মনিরুজ্জামান,মোশতাক,AGM(O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হয়। ,2020-05-12 13:30:00,2020-05-12 15:25:00,0 days 01:55:00,235.0
,পোল স্থাপনের জন্য। ,06-12-2020,১০নং ফিডার। ,09:35,12:25,ফিডার ট্রিপ করে ব্রেকার বের করা।,তাহেরুল,কামরুল,A.G.M(O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে চালু করা হয়। ,2020-06-12 09:35:00,2020-06-12 12:25:00,0 days 02:50:00,236.0
,R.O.W করণের জন্য। ,10-12-2020,৬নং ফিডার। ,09:26,,ব্রেকার বের করে Shutdown দেওয়া হয়।,আ:রহমান,আ:কাইয়ুম,A.G.M(O&M),,2020-10-12 09:26:00,,,237.0
,X-Former ব্যাংক। ,11-12-2020,৩নং ফিডার। ,11:50,13:50,ব্রেকার বের করে শাটডাউন দেওয়া হয়। ,আ:রহমান,মোশতাক,AGM(O&M),কাজ শেষে ক্লিয়ারেন্স দেওয়ায় চালু করা হয়। ,2020-11-12 11:50:00,2020-11-12 13:50:00,0 days 02:00:00,238.0
,X-Former ব্যাংক। ,11-12-2020,২নং ফিডার। ,14:05,15:18,ব্রেকার বের করে শাটডাউন দেওয়া হয়।,আ:রহমান। ,মোশতাক,AGM(O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে চালু করা হয়। ,2020-11-12 14:05:00,2020-11-12 15:18:00,0 days 01:13:00,239.0
,,11-12-2020,৯নং ফিডার। ,14:50,,ফিডার ট্রিপ করে ব্রেকার বের করে দেওয়া হয়।,মোশতাক LM-1,মনিরুজ্জামান L.T-1,AGM(O&M),,2020-11-12 14:50:00,,,240.0
,পোল স্থাপনের জন্য। ,12-12-2020,১০নং ফিডার। ,08:50,13:05,ব্রেকার বের করে দেওয়া হয়।,সেলিম,আজাদ,AGM(O&M),কাজ শেষে ক্লিয়ারেন্স দেওয়ায় চালু করা হয়। ,2020-12-12 08:50:00,2020-12-12 13:05:00,0 days 04:15:00,241.0
,"R.O.W,   M.C বাজার, D.C.S কাটা।",12-12-2020,৪নং ফিডার। ,09:20,13:20,ব্রেকার ট্রিপ। ,ইউনুস L.M-1,আজাদ L.T,AGM(O&M),,2020-12-12 09:20:00,2020-12-12 13:20:00,0 days 04:00:00,242.0
,R.O.W কাজ করার জন্য।,12-12-2020,৮নং ফিডার। ,14:25,16:15,ব্রেকার ট্রিপ। ,মোশতাক,আ:ওয়াদুদ,AGM(O&M),,2020-12-12 14:25:00,2020-12-12 16:15:00,0 days 01:50:00,243.0
,XFR ব্যাংক করণ। ,12-12-2020,"৫, ৬নং ফিডার ।",15:35,16:10,ব্রেকার আউট করে। ,AJE(O&M),আ:ওয়াদুদ,DGM মহোদয়। ,,2020-12-12 15:35:00,2020-12-12 16:10:00,0 days 00:35:00,244.0
